timestamp_ros_sec,run_id,random_seed,scan_generation,queue_position,target_id,target_state,verification_stage,drone_x_enu,drone_y_enu,drone_altitude,estimate_x_enu,estimate_y_enu,estimate_x_visual,estimate_y_visual,actual_x_visual,actual_y_visual,tof_distance,actual_visit_distance,position_error,visited_correct,kalman_gain_x,kalman_gain_y,kalman_updates
1784601974.018312,depth321_fix_01,101,8,3,1,visited,TO_3M,22.416130,4.827149,0.720337,21.154145,4.295495,-3.845855,4.295495,-4.000000,4.000000,1.184464,1.640000,0.333283,0,0.074187,0.074187,1485
1784602186.097290,depth321_fix_01,101,9,4,13,visited,TO_3M,27.782065,-2.687988,0.721436,28.477474,-3.819135,3.477474,-3.819135,4.000000,-4.000000,1.152350,1.790179,0.552943,0,0.074622,0.074622,1615
1784602393.253258,depth321_fix_01,101,10,5,6,visited,TO_3M,35.642720,2.853971,0.717010,36.744696,3.637180,11.744696,3.637180,12.000000,4.000000,1.177012,1.776399,0.443642,0,0.073649,0.073649,1453
1784602625.499841,depth321_fix_01,101,11,6,10,visited,TO_3M,29.256310,-10.273056,0.722473,28.854318,-11.572565,3.854318,-11.572565,4.000000,-12.000000,1.171698,1.745861,0.451579,0,0.075565,0.075565,1518
1784602896.849415,depth321_fix_01,101,12,7,15,visited,TO_3M,29.570780,2.428784,0.725647,29.123437,3.704806,4.123437,3.704806,4.000000,4.000000,1.172332,1.671679,0.319963,0,0.073814,0.073814,1432
1784603093.248079,depth321_fix_01,101,13,8,11,visited,TO_3M,35.347569,-3.168438,0.714874,36.405959,-3.944092,11.405959,-3.944092,12.000000,-4.000000,1.142225,1.849871,0.596666,0,0.075250,0.075250,1575
1784603392.225451,depth321_fix_01,101,14,9,8,visited,TO_3M,22.528832,-3.491564,0.722351,21.244263,-3.796547,-3.755737,-3.796547,-4.000000,-4.000000,1.123636,1.611159,0.317895,0,0.079742,0.079742,1379
1784603651.449088,depth321_fix_01,101,15,10,9,visited,TO_3M,28.620982,10.393961,0.728058,28.917133,11.625855,3.917133,11.625855,4.000000,12.000000,1.099712,1.650156,0.383212,0,0.074085,0.074085,1737
1784604003.977705,depth321_fix_01,101,16,1,12,visited,TO_3M,35.928589,-10.517252,0.722351,36.525233,-11.729201,11.525233,-11.729201,12.000000,-12.000000,1.170819,1.829334,0.546568,0,0.075250,0.075250,1576
1784617853.700860,depth321_fix_01,101,1,1,1,visited,TO_3M,11.243462,-4.004384,0.717377,12.568731,-4.298720,-12.431269,-4.298720,-12.000000,-4.000000,1.157984,1.756544,0.524620,0,0.077804,0.077804,1499
1784618064.010827,depth321_fix_01,101,2,2,0,visited,TO_3M,12.793785,2.346479,0.725128,13.104114,3.631721,-11.895886,3.631721,-12.000000,4.000000,1.138178,1.666330,0.382713,0,0.075531,0.075531,1408
1784618334.801327,depth321_fix_01,101,3,3,2,visited,TO_3M,19.609212,-10.940726,0.728119,20.434939,-12.109861,-4.565061,-12.109861,-4.000000,-12.000000,1.183627,1.748243,0.575642,0,0.079390,0.079390,1662
1784618526.101962,depth321_fix_01,101,4,4,6,visited,TO_3M,14.515576,-11.362065,0.709656,13.236541,-11.690964,-11.763459,-11.690964,-12.000000,-12.000000,1.149683,1.644363,0.389172,0,0.077171,0.077171,1248
1784618939.802645,depth321_fix_01,101,5,5,5,visited,TO_3M,14.078465,10.730183,0.707642,13.398639,11.984590,-11.601361,11.984590,-12.000000,12.000000,1.188582,1.665989,0.398937,0,0.077432,0.077432,1416
1784619134.635919,depth321_fix_01,101,6,6,4,visited,TO_3M,19.522006,11.150464,0.710144,20.835197,11.599908,-4.164803,11.599908,-4.000000,12.000000,1.194605,1.704751,0.432705,0,0.077103,0.077103,1326
1784619334.307611,depth321_fix_01,101,7,1,3,visited,TO_3M,20.124072,5.505326,0.721558,20.490269,4.160728,-4.509731,4.160728,-4.000000,4.000000,1.206576,1.741624,0.534471,0,0.100531,0.100531,1381
1784619663.607209,depth321_fix_01,101,8,2,9,visited,TO_3M,27.754365,-10.793297,0.719086,28.535552,-11.813129,3.535552,-11.813129,4.000000,-12.000000,1.110075,1.734283,0.500632,0,0.077601,0.077601,1620
1784619891.850700,depth321_fix_01,101,9,3,10,visited,TO_3M,35.682021,-5.193924,0.720795,36.792664,-4.398615,11.792664,-4.398615,12.000000,-4.000000,1.188212,1.778348,0.449313,0,0.078700,0.078700,1415
1784620191.869800,depth321_fix_01,101,10,4,11,visited,TO_3M,22.616794,-3.969123,0.724304,21.285052,-3.791578,-3.714948,-3.791578,-4.000000,-4.000000,1.165327,1.617089,0.353120,0,0.078186,0.078186,1295
1784620412.199460,depth321_fix_01,101,11,5,7,visited,TO_3M,28.382695,2.420068,0.722137,29.034658,3.614318,4.034658,3.614318,4.000000,4.000000,1.180193,1.696246,0.387236,0,0.077806,0.077806,1472
1784620789.902119,depth321_fix_01,101,12,6,16,visited,TO_3M,29.777145,10.543424,0.717163,29.347230,11.783120,4.347230,11.783120,4.000000,12.000000,1.124483,1.650929,0.409397,0,0.077292,0.077292,1505
1784620987.650084,depth321_fix_01,101,13,7,17,visited,TO_3M,35.382175,11.280494,0.702118,36.605640,11.688583,11.605640,11.688583,12.000000,12.000000,1.096348,1.770607,0.502494,0,0.075238,0.075238,1319
1784621188.603127,depth321_fix_01,101,14,1,26,visited,TO_3M,36.186099,5.572070,0.729370,36.640908,4.306963,11.640908,4.306963,12.000000,4.000000,1.169106,1.770265,0.472412,0,0.079784,0.079784,1356
1784621425.051084,depth321_fix_01,101,15,2,15,visited,TO_3M,29.463432,-2.343499,0.715729,28.713493,-3.604816,3.713493,-3.604816,4.000000,-4.000000,1.191696,1.720106,0.488116,0,0.076848,0.076848,1602
1784621663.000185,depth321_fix_01,101,16,3,21,visited,TO_3M,35.737605,-10.752695,0.723358,36.611383,-11.793259,11.611383,-11.793259,12.000000,-12.000000,1.172675,1.774658,0.440188,0,0.077347,0.077347,1619
1784641688.341717,depth321_fix_01,101,1,1,0,visited,TO_3M,11.278845,-3.859731,0.716003,12.595652,-4.159564,-12.404348,-4.159564,-12.000000,-4.000000,1.194953,1.726861,0.434693,0,0.080383,0.080383,1527
1784641893.947042,depth321_fix_01,101,2,2,1,visited,TO_3M,12.984859,2.324300,0.726685,13.378756,3.733900,-11.621244,3.733900,-12.000000,4.000000,1.182434,1.675768,0.462888,0,0.078812,0.078812,1476
1784642163.058819,depth321_fix_01,101,3,3,3,visited,TO_3M,20.575356,10.405561,0.731232,21.074776,11.618591,-3.925224,11.618591,-4.000000,12.000000,1.122259,1.650018,0.388670,0,0.076131,0.076131,1453
1784642500.507211,depth321_fix_01,101,4,4,6,visited,TO_3M,12.847781,-10.339995,0.728516,12.531500,-11.713477,-12.468500,-11.713477,-12.000000,-12.000000,1.192314,1.666969,0.549171,0,0.076039,0.076039,1544
1784642704.057788,depth321_fix_01,101,5,6,2,visited,TO_3M,19.221064,-11.873648,0.731567,20.515146,-12.238419,-4.484854,-12.238419,-4.000000,-12.000000,1.173784,1.783418,0.540303,0,0.075413,0.075413,1472
1784642911.256614,depth321_fix_01,101,6,1,10,visited,TO_3M,20.794264,-5.664095,0.727081,21.129204,-4.395822,-3.870796,-4.395822,-4.000000,-4.000000,1.122630,1.676765,0.416376,0,0.075555,0.075555,1436
1784643188.658867,depth321_fix_01,101,7,2,7,visited,TO_3M,28.447403,2.416980,0.719116,29.030978,3.601402,4.030978,3.601402,4.000000,4.000000,1.143420,1.676697,0.399800,0,0.076933,0.076933,1434
1784643486.108292,depth321_fix_01,101,8,3,11,visited,TO_3M,14.555342,11.433001,0.721344,13.358211,12.108219,-11.641789,12.108219,-12.000000,12.000000,1.176652,1.655469,0.374201,0,0.073067,0.073067,1579
1784643704.640542,depth321_fix_01,101,9,4,4,visited,TO_3M,19.670405,5.123230,0.716736,20.525091,4.109240,-4.474909,4.109240,-4.000000,4.000000,1.154824,1.740537,0.487311,0,0.073341,0.073341,1626
1784643980.688622,depth321_fix_01,101,10,5,16,visited,TO_3M,27.567572,-2.976225,0.725128,28.464427,-4.080559,3.464427,-4.080559,4.000000,-4.000000,1.185696,1.760672,0.541598,0,0.075549,0.075549,1547
1784644265.558531,depth321_fix_01,101,11,6,13,visited,TO_3M,35.146845,-4.014041,0.714325,36.479477,-4.259795,11.479477,-4.259795,12.000000,-4.000000,1.166216,1.853208,0.581754,0,0.074699,0.074699,1369
